xref,dname,gid,did,g,d
C0023467,"Leukemia, Myelocytic, Acute",6279,DOID:9119,2490,6526
C0023467,"Leukemia, Myelocytic, Acute",6281,DOID:9119,12086,6526
C0023467,"Leukemia, Myelocytic, Acute",64324,DOID:9119,14619,6526
C0023467,"Leukemia, Myelocytic, Acute",6446,DOID:9119,12247,6526
C0023467,"Leukemia, Myelocytic, Acute",6455,DOID:9119,1101,6526
C0023467,"Leukemia, Myelocytic, Acute",6678,DOID:9119,16523,6526
C0023467,"Leukemia, Myelocytic, Acute",6688,DOID:9119,5451,6526
C0023467,"Leukemia, Myelocytic, Acute",6774,DOID:9119,706,6526
C0023467,"Leukemia, Myelocytic, Acute",6840,DOID:9119,8223,6526
C0023467,"Leukemia, Myelocytic, Acute",6919,DOID:9119,12258,6526
C0023467,"Leukemia, Myelocytic, Acute",7015,DOID:9119,3907,6526
C0023467,"Leukemia, Myelocytic, Acute",7200,DOID:9119,10202,6526
C0023467,"Leukemia, Myelocytic, Acute",7204,DOID:9119,10205,6526
C0023467,"Leukemia, Myelocytic, Acute",7249,DOID:9119,8879,6526
C0023467,"Leukemia, Myelocytic, Acute",7280,DOID:9119,2951,6526
C0023467,"Leukemia, Myelocytic, Acute",7490,DOID:9119,1644,6526
C0023467,"Leukemia, Myelocytic, Acute",7837,DOID:9119,14864,6526
C0023467,"Leukemia, Myelocytic, Acute",79870,DOID:9119,3457,6526
C0023467,"Leukemia, Myelocytic, Acute",8021,DOID:9119,9981,6526
C0023467,"Leukemia, Myelocytic, Acute",8028,DOID:9119,9973,6526
C0023467,"Leukemia, Myelocytic, Acute",81552,DOID:9119,9062,6526
C0023467,"Leukemia, Myelocytic, Acute",81848,DOID:9119,8562,6526
C0023467,"Leukemia, Myelocytic, Acute",822,DOID:9119,14058,6526
C0023467,"Leukemia, Myelocytic, Acute",824,DOID:9119,9185,6526
C0023467,"Leukemia, Myelocytic, Acute",8301,DOID:9119,11667,6526
C0023467,"Leukemia, Myelocytic, Acute",840,DOID:9119,16501,6526
C0023467,"Leukemia, Myelocytic, Acute",861,DOID:9119,12126,6526
C0023467,"Leukemia, Myelocytic, Acute",862,DOID:9119,12129,6526
C0023467,"Leukemia, Myelocytic, Acute",8623,DOID:9119,5308,6526
C0023467,"Leukemia, Myelocytic, Acute",864,DOID:9119,12131,6526
C0023467,"Leukemia, Myelocytic, Acute",865,DOID:9119,12130,6526
C0023467,"Leukemia, Myelocytic, Acute",8743,DOID:9119,8937,6526
C0023467,"Leukemia, Myelocytic, Acute",8833,DOID:9119,9586,6526
C0023467,"Leukemia, Myelocytic, Acute",9145,DOID:9119,11461,6526
C0023467,"Leukemia, Myelocytic, Acute",928,DOID:9119,10887,6526
C0023467,"Leukemia, Myelocytic, Acute",945,DOID:9119,13030,6526
C0023467,"Leukemia, Myelocytic, Acute",960,DOID:9119,12406,6526
C0376358,Malignant neoplasm of prostate,100048912,DOID:10283,19068,1368
C0376358,Malignant neoplasm of prostate,10481,DOID:10283,17641,1368
C0376358,Malignant neoplasm of prostate,10611,DOID:10283,6206,1368
C0376358,Malignant neoplasm of prostate,10979,DOID:10283,8913,1368
C0376358,Malignant neoplasm of prostate,11074,DOID:10283,15871,1368
C0376358,Malignant neoplasm of prostate,11200,DOID:10283,3019,1368
C0376358,Malignant neoplasm of prostate,116113,DOID:10283,9846,1368
C0376358,Malignant neoplasm of prostate,1488,DOID:10283,6200,1368
C0376358,Malignant neoplasm of prostate,1499,DOID:10283,14960,1368
C0376358,Malignant neoplasm of prostate,170626,DOID:10283,15633,1368
C0376358,Malignant neoplasm of prostate,173,DOID:10283,460,1368
C0376358,Malignant neoplasm of prostate,2048,DOID:10283,14013,1368
C0376358,Malignant neoplasm of prostate,220972,DOID:10283,4898,1368
C0376358,Malignant neoplasm of prostate,222546,DOID:10283,13965,1368
C0376358,Malignant neoplasm of prostate,2255,DOID:10283,1660,1368
C0376358,Malignant neoplasm of prostate,22834,DOID:10283,15385,1368
C0376358,Malignant neoplasm of prostate,22853,DOID:10283,15448,1368
C0376358,Malignant neoplasm of prostate,22995,DOID:10283,1846,1368
C0376358,Malignant neoplasm of prostate,23035,DOID:10283,2309,1368
C0376358,Malignant neoplasm of prostate,23112,DOID:10283,16182,1368
C0376358,Malignant neoplasm of prostate,23301,DOID:10283,16496,1368
C0376358,Malignant neoplasm of prostate,23394,DOID:10283,10678,1368
C0376358,Malignant neoplasm of prostate,253461,DOID:10283,14944,1368
C0376358,Malignant neoplasm of prostate,254428,DOID:10283,18239,1368
C0376358,Malignant neoplasm of prostate,26019,DOID:10283,9170,1368
C0376358,Malignant neoplasm of prostate,26575,DOID:10283,9384,1368
C0376358,Malignant neoplasm of prostate,29841,DOID:10283,14116,1368
C0376358,Malignant neoplasm of prostate,354,DOID:10283,4391,1368
C0376358,Malignant neoplasm of prostate,357,DOID:10283,7514,1368
C0376358,Malignant neoplasm of prostate,3655,DOID:10283,11108,1368
C0376358,Malignant neoplasm of prostate,367,DOID:10283,14502,1368
C0376358,Malignant neoplasm of prostate,3782,DOID:10283,5245,1368
C0376358,Malignant neoplasm of prostate,4194,DOID:10283,1303,1368
C0376358,Malignant neoplasm of prostate,4316,DOID:10283,7268,1368
C0376358,Malignant neoplasm of prostate,4477,DOID:10283,4120,1368
C0376358,Malignant neoplasm of prostate,4481,DOID:10283,8543,1368
C0376358,Malignant neoplasm of prostate,4601,DOID:10283,1081,1368
C0376358,Malignant neoplasm of prostate,4646,DOID:10283,17456,1368
C0376358,Malignant neoplasm of prostate,4739,DOID:10283,9413,1368
C0376358,Malignant neoplasm of prostate,4855,DOID:10283,12756,1368
C0376358,Malignant neoplasm of prostate,51426,DOID:10283,12615,1368
C0376358,Malignant neoplasm of prostate,5195,DOID:10283,16518,1368
C0376358,Malignant neoplasm of prostate,54535,DOID:10283,15779,1368
C0376358,Malignant neoplasm of prostate,55204,DOID:10283,6345,1368
C0376358,Malignant neoplasm of prostate,55275,DOID:10283,15089,1368
C0376358,Malignant neoplasm of prostate,55971,DOID:10283,3751,1368
C0376358,Malignant neoplasm of prostate,5728,DOID:10283,6636,1368
C0376358,Malignant neoplasm of prostate,5890,DOID:10283,13215,1368
C0376358,Malignant neoplasm of prostate,60678,DOID:10283,5816,1368
C0376358,Malignant neoplasm of prostate,63892,DOID:10283,5838,1368
C0376358,Malignant neoplasm of prostate,64641,DOID:10283,8399,1368
C0376358,Malignant neoplasm of prostate,64759,DOID:10283,3046,1368
C0376358,Malignant neoplasm of prostate,6581,DOID:10283,18773,1368
C0376358,Malignant neoplasm of prostate,675,DOID:10283,16676,1368
C0376358,Malignant neoplasm of prostate,6899,DOID:10283,16102,1368
C0376358,Malignant neoplasm of prostate,6928,DOID:10283,3962,1368
C0376358,Malignant neoplasm of prostate,7015,DOID:10283,3907,1368
C0376358,Malignant neoplasm of prostate,7157,DOID:10283,11242,1368
C0376358,Malignant neoplasm of prostate,79083,DOID:10283,2242,1368
C0376358,Malignant neoplasm of prostate,79954,DOID:10283,16021,1368
C0376358,Malignant neoplasm of prostate,81603,DOID:10283,13698,1368
C0376358,Malignant neoplasm of prostate,84071,DOID:10283,948,1368
C0376358,Malignant neoplasm of prostate,84619,DOID:10283,15813,1368
C0376358,Malignant neoplasm of prostate,9177,DOID:10283,3211,1368
C0376358,Malignant neoplasm of prostate,9855,DOID:10283,16700,1368
C0007134,Renal Cell Carcinoma,10397,DOID:4450,2943,4460
C0007134,Renal Cell Carcinoma,10950,DOID:4450,4435,4460
C0007134,Renal Cell Carcinoma,11214,DOID:4450,12603,4460
C0007134,Renal Cell Carcinoma,11236,DOID:4450,13227,4460
C0007134,Renal Cell Carcinoma,114788,DOID:4450,10,4460
C0007134,Renal Cell Carcinoma,120892,DOID:4450,4719,4460
C0007134,Renal Cell Carcinoma,1265,DOID:4450,8219,4460
C0007134,Renal Cell Carcinoma,1381,DOID:4450,9325,4460
C0007134,Renal Cell Carcinoma,1410,DOID:4450,12555,4460
C0007134,Renal Cell Carcinoma,142685,DOID:4450,12779,4460
C0007134,Renal Cell Carcinoma,144132,DOID:4450,16165,4460
C0007134,Renal Cell Carcinoma,1508,DOID:4450,17184,4460
C0007134,Renal Cell Carcinoma,1509,DOID:4450,17185,4460
C0007134,Renal Cell Carcinoma,158584,DOID:4450,18192,4460
C0007134,Renal Cell Carcinoma,1612,DOID:4450,14355,4460
C0007134,Renal Cell Carcinoma,1938,DOID:4450,6821,4460
C0007134,Renal Cell Carcinoma,201163,DOID:4450,10710,4460
C0007134,Renal Cell Carcinoma,2034,DOID:4450,9309,4460
C0007134,Renal Cell Carcinoma,2064,DOID:4450,6245,4460
C0007134,Renal Cell Carcinoma,210,DOID:4450,2078,4460
C0007134,Renal Cell Carcinoma,216,DOID:4450,2072,4460
C0007134,Renal Cell Carcinoma,23037,DOID:4450,2307,4460
C0007134,Renal Cell Carcinoma,23042,DOID:4450,3558,4460
C0007134,Renal Cell Carcinoma,2321,DOID:4450,16516,4460
C0007134,Renal Cell Carcinoma,23224,DOID:4450,2004,4460
C0007134,Renal Cell Carcinoma,23532,DOID:4450,17584,4460
C0007134,Renal Cell Carcinoma,238,DOID:4450,1433,4460
C0007134,Renal Cell Carcinoma,2475,DOID:4450,13651,4460
C0007134,Renal Cell Carcinoma,25844,DOID:4450,9305,4460
C0007134,Renal Cell Carcinoma,25953,DOID:4450,14462,4460
C0007134,Renal Cell Carcinoma,2705,DOID:4450,10755,4460
C0007134,Renal Cell Carcinoma,283092,DOID:4450,14143,4460
C0007134,Renal Cell Carcinoma,2886,DOID:4450,1640,4460
C0007134,Renal Cell Carcinoma,29072,DOID:4450,11605,4460
C0007134,Renal Cell Carcinoma,2944,DOID:4450,7236,4460
C0007134,Renal Cell Carcinoma,2950,DOID:4450,15833,4460
C0007134,Renal Cell Carcinoma,2952,DOID:4450,15834,4460
C0007134,Renal Cell Carcinoma,3035,DOID:4450,17368,4460
C0007134,Renal Cell Carcinoma,307,DOID:4450,12598,4460
C0007134,Renal Cell Carcinoma,317,DOID:4450,3015,4460
C0007134,Renal Cell Carcinoma,3313,DOID:4450,15551,4460
C0007134,Renal Cell Carcinoma,3315,DOID:4450,15553,4460
C0007134,Renal Cell Carcinoma,332,DOID:4450,3685,4460
C0007134,Renal Cell Carcinoma,3329,DOID:4450,5574,4460
C0007134,Renal Cell Carcinoma,343930,DOID:4450,19028,4460
C0007134,Renal Cell Carcinoma,3440,DOID:4450,16490,4460
C0007134,Renal Cell Carcinoma,353,DOID:4450,4392,4460
C0007134,Renal Cell Carcinoma,3566,DOID:4450,13633,4460
C0007134,Renal Cell Carcinoma,3569,DOID:4450,8535,4460
C0007134,Renal Cell Carcinoma,3570,DOID:4450,1027,4460
C0007134,Renal Cell Carcinoma,3596,DOID:4450,2803,4460
C0007134,Renal Cell Carcinoma,374393,DOID:4450,15685,4460
C0007134,Renal Cell Carcinoma,3778,DOID:4450,9433,4460
C0007134,Renal Cell Carcinoma,3855,DOID:4450,7023,4460
C0007134,Renal Cell Carcinoma,3856,DOID:4450,7020,4460
C0007134,Renal Cell Carcinoma,3882,DOID:4450,17201,4460
C0007134,Renal Cell Carcinoma,3897,DOID:4450,8358,4460
C0007134,Renal Cell Carcinoma,3945,DOID:4450,12288,4460
C0007134,Renal Cell Carcinoma,4074,DOID:4450,12952,4460
C0007134,Renal Cell Carcinoma,4233,DOID:4450,2984,4460
C0007134,Renal Cell Carcinoma,4286,DOID:4450,10026,4460
C0007134,Renal Cell Carcinoma,43,DOID:4450,13829,4460
C0007134,Renal Cell Carcinoma,4585,DOID:4450,12754,4460
C0007134,Renal Cell Carcinoma,4771,DOID:4450,10699,4460
C0007134,Renal Cell Carcinoma,4968,DOID:4450,3560,4460
C0007134,Renal Cell Carcinoma,5037,DOID:4450,2807,4460
C0007134,Renal Cell Carcinoma,5058,DOID:4450,818,4460
C0007134,Renal Cell Carcinoma,50944,DOID:4450,15888,4460
C0007134,Renal Cell Carcinoma,5162,DOID:4450,8136,4460
C0007134,Renal Cell Carcinoma,5230,DOID:4450,11535,4460
C0007134,Renal Cell Carcinoma,5290,DOID:4450,14615,4460
C0007134,Renal Cell Carcinoma,53353,DOID:4450,12827,4460
C0007134,Renal Cell Carcinoma,5443,DOID:4450,14386,4460
C0007134,Renal Cell Carcinoma,54790,DOID:4450,15800,4460
C0007134,Renal Cell Carcinoma,55193,DOID:4450,6955,4460
C0007134,Renal Cell Carcinoma,55367,DOID:4450,14550,4460
C0007134,Renal Cell Carcinoma,5546,DOID:4450,13202,4460
C0007134,Renal Cell Carcinoma,55745,DOID:4450,3423,4460
C0007134,Renal Cell Carcinoma,56776,DOID:4450,1882,4460
C0007134,Renal Cell Carcinoma,5728,DOID:4450,6636,4460
C0007134,Renal Cell Carcinoma,5743,DOID:4450,7319,4460
C0007134,Renal Cell Carcinoma,57731,DOID:4450,13609,4460
C0007134,Renal Cell Carcinoma,5816,DOID:4450,10724,4460
C0007134,Renal Cell Carcinoma,590,DOID:4450,3593,4460
C0007134,Renal Cell Carcinoma,5970,DOID:4450,7728,4460
C0007134,Renal Cell Carcinoma,6261,DOID:4450,11466,4460
C0007134,Renal Cell Carcinoma,6423,DOID:4450,10393,4460
C0007134,Renal Cell Carcinoma,6513,DOID:4450,14923,4460
C0007134,Renal Cell Carcinoma,6526,DOID:4450,2359,4460
C0007134,Renal Cell Carcinoma,6648,DOID:4450,6698,4460
C0007134,Renal Cell Carcinoma,6921,DOID:4450,3969,4460
C0007134,Renal Cell Carcinoma,6927,DOID:4450,3967,4460
C0007134,Renal Cell Carcinoma,6928,DOID:4450,3962,4460
C0007134,Renal Cell Carcinoma,7030,DOID:4450,15250,4460
C0007134,Renal Cell Carcinoma,7052,DOID:4450,14683,4460
C0007134,Renal Cell Carcinoma,7157,DOID:4450,11242,4460
C0007134,Renal Cell Carcinoma,7248,DOID:4450,7951,4460
C0007134,Renal Cell Carcinoma,7428,DOID:4450,8023,4460
C0007134,Renal Cell Carcinoma,79026,DOID:4450,5586,4460
C0007134,Renal Cell Carcinoma,79444,DOID:4450,7619,4460
C0007134,Renal Cell Carcinoma,8028,DOID:4450,9973,4460
C0007134,Renal Cell Carcinoma,81562,DOID:4450,1025,4460
C0007134,Renal Cell Carcinoma,822,DOID:4450,14058,4460
C0007134,Renal Cell Carcinoma,8242,DOID:4450,16134,4460
C0007134,Renal Cell Carcinoma,8314,DOID:4450,12030,4460
C0007134,Renal Cell Carcinoma,835,DOID:4450,1851,4460
C0007134,Renal Cell Carcinoma,8407,DOID:4450,15643,4460
C0007134,Renal Cell Carcinoma,84433,DOID:4450,8216,4460
C0007134,Renal Cell Carcinoma,84925,DOID:4450,18757,4460
C0007134,Renal Cell Carcinoma,8633,DOID:4450,14707,4460
C0007134,Renal Cell Carcinoma,8738,DOID:4450,1289,4460
C0007134,Renal Cell Carcinoma,8743,DOID:4450,8937,4460
C0007134,Renal Cell Carcinoma,8790,DOID:4450,4549,4460
C0007134,Renal Cell Carcinoma,89795,DOID:4450,2234,4460
C0007134,Renal Cell Carcinoma,9045,DOID:4450,7871,4460
C0007134,Renal Cell Carcinoma,91661,DOID:4450,4999,4460
C0007134,Renal Cell Carcinoma,91662,DOID:4450,11033,4460
C0007134,Renal Cell Carcinoma,91752,DOID:4450,12206,4460
C0007134,Renal Cell Carcinoma,949,DOID:4450,13026,4460
C0007134,Renal Cell Carcinoma,95,DOID:4450,191,4460
C0007134,Renal Cell Carcinoma,9745,DOID:4450,9554,4460
C0007134,Renal Cell Carcinoma,9817,DOID:4450,15654,4460
C0007134,Renal Cell Carcinoma,9820,DOID:4450,7627,4460
C0007134,Renal Cell Carcinoma,9839,DOID:4450,16168,4460
C0007137,Squamous cell carcinoma,10399,DOID:1749,486,3067
C0007137,Squamous cell carcinoma,1050,DOID:1749,7240,3067
C0007137,Squamous cell carcinoma,1410,DOID:1749,12555,3067
C0007137,Squamous cell carcinoma,1457,DOID:1749,11292,3067
C0007137,Squamous cell carcinoma,1459,DOID:1749,11298,3067
C0007137,Squamous cell carcinoma,1460,DOID:1749,2965,3067
C0007137,Squamous cell carcinoma,1544,DOID:1749,601,3067
C0007137,Squamous cell carcinoma,1545,DOID:1749,602,3067
C0007137,Squamous cell carcinoma,1834,DOID:1749,17340,3067
C0007137,Squamous cell carcinoma,1956,DOID:1749,6158,3067
C0007137,Squamous cell carcinoma,2023,DOID:1749,12140,3067
C0007137,Squamous cell carcinoma,2068,DOID:1749,13391,3067
C0007137,Squamous cell carcinoma,207,DOID:1749,11066,3067
C0007137,Squamous cell carcinoma,2260,DOID:1749,9983,3067
C0007137,Squamous cell carcinoma,23410,DOID:1749,3060,3067
C0007137,Squamous cell carcinoma,2597,DOID:1749,16284,3067
C0007137,Squamous cell carcinoma,2810,DOID:1749,13764,3067
C0007137,Squamous cell carcinoma,2876,DOID:1749,14364,3067
C0007137,Squamous cell carcinoma,28998,DOID:1749,16,3067
C0007137,Squamous cell carcinoma,29108,DOID:1749,1702,3067
C0007137,Squamous cell carcinoma,2944,DOID:1749,7236,3067
C0007137,Squamous cell carcinoma,301,DOID:1749,12594,3067
C0007137,Squamous cell carcinoma,302,DOID:1749,12595,3067
C0007137,Squamous cell carcinoma,3065,DOID:1749,2582,3067
C0007137,Squamous cell carcinoma,3066,DOID:1749,2581,3067
C0007137,Squamous cell carcinoma,308,DOID:1749,12592,3067
C0007137,Squamous cell carcinoma,3082,DOID:1749,1382,3067
C0007137,Squamous cell carcinoma,3265,DOID:1749,2699,3067
C0007137,Squamous cell carcinoma,3312,DOID:1749,15552,3067
C0007137,Squamous cell carcinoma,3315,DOID:1749,15553,3067
C0007137,Squamous cell carcinoma,338442,DOID:1749,4015,3067
C0007137,Squamous cell carcinoma,3440,DOID:1749,16490,3067
C0007137,Squamous cell carcinoma,3569,DOID:1749,8535,3067
C0007137,Squamous cell carcinoma,3576,DOID:1749,15230,3067
C0007137,Squamous cell carcinoma,360,DOID:1749,14507,3067
C0007137,Squamous cell carcinoma,3678,DOID:1749,11727,3067
C0007137,Squamous cell carcinoma,3688,DOID:1749,782,3067
C0007137,Squamous cell carcinoma,3713,DOID:1749,8771,3067
C0007137,Squamous cell carcinoma,374,DOID:1749,5081,3067
C0007137,Squamous cell carcinoma,3845,DOID:1749,6802,3067
C0007137,Squamous cell carcinoma,3848,DOID:1749,16214,3067
C0007137,Squamous cell carcinoma,3854,DOID:1749,7022,3067
C0007137,Squamous cell carcinoma,3858,DOID:1749,4919,3067
C0007137,Squamous cell carcinoma,3861,DOID:1749,15631,3067
C0007137,Squamous cell carcinoma,3963,DOID:1749,12963,3067
C0007137,Squamous cell carcinoma,4014,DOID:1749,13579,3067
C0007137,Squamous cell carcinoma,4118,DOID:1749,16734,3067
C0007137,Squamous cell carcinoma,4233,DOID:1749,2984,3067
C0007137,Squamous cell carcinoma,4318,DOID:1749,7270,3067
C0007137,Squamous cell carcinoma,4489,DOID:1749,8549,3067
C0007137,Squamous cell carcinoma,4780,DOID:1749,2370,3067
C0007137,Squamous cell carcinoma,51151,DOID:1749,10758,3067
C0007137,Squamous cell carcinoma,51741,DOID:1749,518,3067
C0007137,Squamous cell carcinoma,5223,DOID:1749,2557,3067
C0007137,Squamous cell carcinoma,5290,DOID:1749,14615,3067
C0007137,Squamous cell carcinoma,5478,DOID:1749,15010,3067
C0007137,Squamous cell carcinoma,5594,DOID:1749,2991,3067
C0007137,Squamous cell carcinoma,5595,DOID:1749,2990,3067
C0007137,Squamous cell carcinoma,56952,DOID:1749,3841,3067
C0007137,Squamous cell carcinoma,5731,DOID:1749,15897,3067
C0007137,Squamous cell carcinoma,5743,DOID:1749,7319,3067
C0007137,Squamous cell carcinoma,5747,DOID:1749,7323,3067
C0007137,Squamous cell carcinoma,5915,DOID:1749,7056,3067
C0007137,Squamous cell carcinoma,6317,DOID:1749,4165,3067
C0007137,Squamous cell carcinoma,6648,DOID:1749,6698,3067
C0007137,Squamous cell carcinoma,6657,DOID:1749,15965,3067
C0007137,Squamous cell carcinoma,6698,DOID:1749,14842,3067
C0007137,Squamous cell carcinoma,6774,DOID:1749,706,3067
C0007137,Squamous cell carcinoma,6794,DOID:1749,61,3067
C0007137,Squamous cell carcinoma,7012,DOID:1749,3910,3067
C0007137,Squamous cell carcinoma,7040,DOID:1749,5887,3067
C0007137,Squamous cell carcinoma,7157,DOID:1749,11242,3067
C0007137,Squamous cell carcinoma,7167,DOID:1749,2264,3067
C0007137,Squamous cell carcinoma,7248,DOID:1749,7951,3067
C0007137,Squamous cell carcinoma,7249,DOID:1749,8879,3067
C0007137,Squamous cell carcinoma,7298,DOID:1749,3128,3067
C0007137,Squamous cell carcinoma,7372,DOID:1749,15767,3067
C0007137,Squamous cell carcinoma,7417,DOID:1749,16971,3067
C0007137,Squamous cell carcinoma,7422,DOID:1749,3879,3067
C0007137,Squamous cell carcinoma,7979,DOID:1749,11452,3067
C0007137,Squamous cell carcinoma,8202,DOID:1749,17138,3067
C0007137,Squamous cell carcinoma,8626,DOID:1749,5303,3067
C0007137,Squamous cell carcinoma,8843,DOID:1749,551,3067
C0007137,Squamous cell carcinoma,90417,DOID:1749,4445,3067
C0007137,Squamous cell carcinoma,9582,DOID:1749,7555,3067
C0007137,Squamous cell carcinoma,999,DOID:1749,7116,3067
C0007131,Non-Small Cell Lung Carcinoma,10087,DOID:3908,5265,4158
C0007131,Non-Small Cell Lung Carcinoma,1012,DOID:3908,5939,4158
C0007131,Non-Small Cell Lung Carcinoma,10179,DOID:3908,14884,4158
C0007131,Non-Small Cell Lung Carcinoma,1029,DOID:3908,15845,4158
C0007131,Non-Small Cell Lung Carcinoma,10397,DOID:3908,2943,4158
C0007131,Non-Small Cell Lung Carcinoma,10568,DOID:3908,9564,4158
C0007131,Non-Small Cell Lung Carcinoma,1113,DOID:3908,13608,4158
C0007131,Non-Small Cell Lung Carcinoma,11186,DOID:3908,2584,4158
C0007131,Non-Small Cell Lung Carcinoma,1440,DOID:3908,2306,4158
C0007131,Non-Small Cell Lung Carcinoma,1474,DOID:3908,11904,4158
C0007131,Non-Small Cell Lung Carcinoma,152002,DOID:3908,3565,4158
C0007131,Non-Small Cell Lung Carcinoma,1540,DOID:3908,605,4158
C0007131,Non-Small Cell Lung Carcinoma,1571,DOID:3908,9642,4158
C0007131,Non-Small Cell Lung Carcinoma,1612,DOID:3908,14355,4158
C0007131,Non-Small Cell Lung Carcinoma,1645,DOID:3908,4223,4158
C0007131,Non-Small Cell Lung Carcinoma,1728,DOID:3908,1889,4158
C0007131,Non-Small Cell Lung Carcinoma,1845,DOID:3908,16028,4158
C0007131,Non-Small Cell Lung Carcinoma,1956,DOID:3908,6158,4158
C0007131,Non-Small Cell Lung Carcinoma,2023,DOID:3908,12140,4158
C0007131,Non-Small Cell Lung Carcinoma,2026,DOID:3908,12135,4158
C0007131,Non-Small Cell Lung Carcinoma,2064,DOID:3908,6245,4158
C0007131,Non-Small Cell Lung Carcinoma,2067,DOID:3908,13406,4158
C0007131,Non-Small Cell Lung Carcinoma,2254,DOID:3908,4468,4158
C0007131,Non-Small Cell Lung Carcinoma,2260,DOID:3908,9983,4158
C0007131,Non-Small Cell Lung Carcinoma,2272,DOID:3908,11415,4158
C0007131,Non-Small Cell Lung Carcinoma,23028,DOID:3908,11898,4158
C0007131,Non-Small Cell Lung Carcinoma,2305,DOID:3908,381,4158
C0007131,Non-Small Cell Lung Carcinoma,2309,DOID:3908,371,4158
C0007131,Non-Small Cell Lung Carcinoma,23532,DOID:3908,17584,4158
C0007131,Non-Small Cell Lung Carcinoma,23603,DOID:3908,14433,4158
C0007131,Non-Small Cell Lung Carcinoma,238,DOID:3908,1433,4158
C0007131,Non-Small Cell Lung Carcinoma,25878,DOID:3908,16953,4158
C0007131,Non-Small Cell Lung Carcinoma,26227,DOID:3908,7422,4158
C0007131,Non-Small Cell Lung Carcinoma,2696,DOID:3908,9857,4158
C0007131,Non-Small Cell Lung Carcinoma,2729,DOID:3908,1152,4158
C0007131,Non-Small Cell Lung Carcinoma,27436,DOID:3908,3896,4158
C0007131,Non-Small Cell Lung Carcinoma,29108,DOID:3908,1702,4158
C0007131,Non-Small Cell Lung Carcinoma,2946,DOID:3908,7234,4158
C0007131,Non-Small Cell Lung Carcinoma,2950,DOID:3908,15833,4158
C0007131,Non-Small Cell Lung Carcinoma,29968,DOID:3908,4931,4158
C0007131,Non-Small Cell Lung Carcinoma,324,DOID:3908,13269,4158
C0007131,Non-Small Cell Lung Carcinoma,3280,DOID:3908,7606,4158
C0007131,Non-Small Cell Lung Carcinoma,332,DOID:3908,3685,4158
C0007131,Non-Small Cell Lung Carcinoma,356,DOID:3908,7517,4158
C0007131,Non-Small Cell Lung Carcinoma,3570,DOID:3908,1027,4158
C0007131,Non-Small Cell Lung Carcinoma,3576,DOID:3908,15230,4158
C0007131,Non-Small Cell Lung Carcinoma,3586,DOID:3908,11765,4158
C0007131,Non-Small Cell Lung Carcinoma,3659,DOID:3908,11105,4158
C0007131,Non-Small Cell Lung Carcinoma,3688,DOID:3908,782,4158
C0007131,Non-Small Cell Lung Carcinoma,374,DOID:3908,5081,4158
C0007131,Non-Small Cell Lung Carcinoma,3799,DOID:3908,6124,4158
C0007131,Non-Small Cell Lung Carcinoma,3815,DOID:3908,5681,4158
C0007131,Non-Small Cell Lung Carcinoma,3845,DOID:3908,6802,4158
C0007131,Non-Small Cell Lung Carcinoma,3956,DOID:3908,1308,4158
C0007131,Non-Small Cell Lung Carcinoma,407021,DOID:3908,18678,4158
C0007131,Non-Small Cell Lung Carcinoma,4193,DOID:3908,1306,4158
C0007131,Non-Small Cell Lung Carcinoma,4233,DOID:3908,2984,4158
C0007131,Non-Small Cell Lung Carcinoma,4312,DOID:3908,7264,4158
C0007131,Non-Small Cell Lung Carcinoma,4318,DOID:3908,7270,4158
C0007131,Non-Small Cell Lung Carcinoma,4320,DOID:3908,18122,4158
C0007131,Non-Small Cell Lung Carcinoma,4504,DOID:3908,15157,4158
C0007131,Non-Small Cell Lung Carcinoma,4609,DOID:3908,1073,4158
C0007131,Non-Small Cell Lung Carcinoma,467,DOID:3908,13493,4158
C0007131,Non-Small Cell Lung Carcinoma,4780,DOID:3908,2370,4158
C0007131,Non-Small Cell Lung Carcinoma,4826,DOID:3908,223,4158
C0007131,Non-Small Cell Lung Carcinoma,4854,DOID:3908,12757,4158
C0007131,Non-Small Cell Lung Carcinoma,4893,DOID:3908,11440,4158
C0007131,Non-Small Cell Lung Carcinoma,5021,DOID:3908,12392,4158
C0007131,Non-Small Cell Lung Carcinoma,5052,DOID:3908,826,4158
C0007131,Non-Small Cell Lung Carcinoma,5223,DOID:3908,2557,4158
C0007131,Non-Small Cell Lung Carcinoma,5243,DOID:3908,1896,4158
C0007131,Non-Small Cell Lung Carcinoma,5290,DOID:3908,14615,4158
C0007131,Non-Small Cell Lung Carcinoma,54458,DOID:3908,8798,4158
C0007131,Non-Small Cell Lung Carcinoma,5478,DOID:3908,15010,4158
C0007131,Non-Small Cell Lung Carcinoma,55743,DOID:3908,13380,4158
C0007131,Non-Small Cell Lung Carcinoma,558,DOID:3908,4933,4158
C0007131,Non-Small Cell Lung Carcinoma,55829,DOID:3908,9110,4158
C0007131,Non-Small Cell Lung Carcinoma,57099,DOID:3908,16477,4158
C0007131,Non-Small Cell Lung Carcinoma,5744,DOID:3908,7320,4158
C0007131,Non-Small Cell Lung Carcinoma,5829,DOID:3908,2379,4158
C0007131,Non-Small Cell Lung Carcinoma,5894,DOID:3908,13219,4158
C0007131,Non-Small Cell Lung Carcinoma,5925,DOID:3908,15139,4158
C0007131,Non-Small Cell Lung Carcinoma,6009,DOID:3908,17250,4158
