DOID 1,DOID 2,Disease 1,Disease 2
DOID:5574,DOID:169,5107,3042
DOID:5576,DOID:48,5108,4651
DOID:5577,DOID:169,5109,3042
DOID:5579,DOID:10534,5110,1456
DOID:5580,DOID:1799,5111,3098
DOID:5583,DOID:4556,5112,4522
DOID:5585,DOID:3149,5113,3738
DOID:5587,DOID:65,5114,5546
DOID:5588,DOID:3910,5115,4160
DOID:559,DOID:11400,5116,1805
DOID:5590,DOID:3451,5117,3921
DOID:5591,DOID:4920,5118,4721
DOID:5592,DOID:3459,5119,3926
DOID:5593,DOID:3717,5120,4070
DOID:5595,DOID:4923,5121,4724
DOID:5597,DOID:3706,5122,4062
DOID:5598,DOID:3706,5123,4062
DOID:5599,DOID:5600,5124,5126
DOID:560,DOID:5656,5125,5161
DOID:5600,DOID:0060058,5126,696
DOID:5602,DOID:5604,5127,5129
DOID:5603,DOID:715,5128,5808
DOID:5604,DOID:9952,5129,6852
DOID:5605,DOID:3458,5130,3925
DOID:5608,DOID:5330,5131,4949
DOID:561,DOID:5656,5132,5161
DOID:5612,DOID:3620,5133,4009
DOID:5614,DOID:1492,5134,2948
DOID:5615,DOID:5612,5135,5133
DOID:562,DOID:5656,5136,5161
DOID:5621,DOID:2531,5137,3417
DOID:5623,DOID:4680,5138,4579
DOID:5624,DOID:4897,5139,4704
DOID:5625,DOID:1107,5140,1662
DOID:5626,DOID:3284,5141,3823
DOID:5627,DOID:4948,5142,4739
DOID:5628,DOID:4932,5143,4731
DOID:5629,DOID:1520,5144,2962
DOID:5630,DOID:3999,5145,4199
DOID:5631,DOID:2871,5146,3594
DOID:5632,DOID:3419,5147,3903
DOID:5634,DOID:10286,5148,1369
DOID:5635,DOID:5517,5149,5062
DOID:5636,DOID:3702,5150,4058
DOID:5637,DOID:3498,5151,3944
DOID:5638,DOID:200,5152,3184
DOID:5639,DOID:3856,5153,4132
DOID:5641,DOID:3770,5154,4099
DOID:5642,DOID:3770,5155,4099
DOID:5643,DOID:730,5156,5865
DOID:5644,DOID:0050826,5157,470
DOID:5648,DOID:3540,5158,3968
DOID:565,DOID:566,5159,5163
DOID:5655,DOID:5656,5160,5161
DOID:5656,DOID:870,5161,6414
DOID:5658,DOID:3459,5162,3926
DOID:566,DOID:3426,5163,3906
DOID:5660,DOID:305,5164,3681
DOID:5662,DOID:305,5165,3681
DOID:5665,DOID:833,5166,6248
DOID:5667,DOID:2095,5167,3231
DOID:5670,DOID:8791,5168,6437
DOID:5672,DOID:10155,5169,1320
DOID:5675,DOID:3459,5170,3926
DOID:5677,DOID:4717,5171,4605
DOID:5678,DOID:5679,5172,5173
DOID:5679,DOID:5614,5173,5134
DOID:5680,DOID:3308,5174,3833
DOID:5681,DOID:3308,5175,3833
DOID:5683,DOID:0050736,5176,381
DOID:5684,DOID:0080027,5177,1182
DOID:5688,DOID:0050737,5178,382
DOID:5690,DOID:3382,5179,3888
DOID:5691,DOID:1393,5180,2653
DOID:5692,DOID:3382,5181,3888
DOID:5693,DOID:3382,5182,3888
DOID:5694,DOID:3382,5183,3888
DOID:5695,DOID:3382,5184,3888
DOID:5696,DOID:3382,5185,3888
DOID:5697,DOID:3382,5186,3888
DOID:5698,DOID:3382,5187,3888
DOID:5699,DOID:3382,5188,3888
DOID:57,DOID:62,5189,5426
DOID:5700,DOID:10534,5190,1456
DOID:5701,DOID:3017,5191,3666
DOID:5702,DOID:3382,5192,3888
DOID:5703,DOID:3382,5193,3888
DOID:5704,DOID:5690,5194,5179
DOID:5705,DOID:5690,5195,5179
DOID:5709,DOID:3382,5196,3888
DOID:571,DOID:572,5197,5206
DOID:5711,DOID:3382,5198,3888
DOID:5712,DOID:3382,5199,3888
DOID:5713,DOID:4050,5200,4235
DOID:5714,DOID:3382,5201,3888
DOID:5715,DOID:3829,5202,4122
DOID:5716,DOID:1785,5203,3086
DOID:5718,DOID:3953,5204,4180
DOID:5719,DOID:3953,5205,4180
DOID:572,DOID:1188,5206,1978
DOID:5723,DOID:1891,5207,3130
DOID:5724,DOID:3855,5208,4131
DOID:5725,DOID:6837,5209,5676
DOID:5726,DOID:5727,5210,5211
DOID:5727,DOID:363,5211,4011
DOID:5728,DOID:5138,5212,4833
DOID:5729,DOID:5138,5213,4833
DOID:573,DOID:574,5214,5219
DOID:5730,DOID:5731,5215,5216
DOID:5731,DOID:5733,5216,5218
DOID:5732,DOID:5733,5217,5218
DOID:5733,DOID:1962,5218,3165
DOID:574,DOID:863,5219,6378
DOID:5740,DOID:10154,5220,1319
DOID:5741,DOID:1799,5221,3098
DOID:5742,DOID:4074,5222,4254
DOID:5743,DOID:3458,5223,3925
DOID:5744,DOID:3713,5224,4068
DOID:5746,DOID:5744,5225,5224
DOID:5747,DOID:3700,5226,4056
DOID:5748,DOID:5749,5227,5228
DOID:5749,DOID:4079,5228,4257
DOID:5750,DOID:9460,5229,6656
DOID:5751,DOID:4073,5230,4253
DOID:5752,DOID:3702,5231,4058
DOID:5757,DOID:2568,5232,3436
DOID:5758,DOID:2668,5233,3485
DOID:5759,DOID:3165,5234,3746
DOID:576,DOID:557,5235,5104
DOID:5760,DOID:3459,5236,3926
DOID:5761,DOID:1294,5237,2311
DOID:5763,DOID:3683,5238,4042
DOID:5764,DOID:1324,5239,2412
DOID:5766,DOID:495,5240,4740
DOID:5767,DOID:3683,5241,4042
DOID:5768,DOID:0060379,5242,1008
DOID:5769,DOID:3345,5243,3862
DOID:5772,DOID:3620,5244,4009
DOID:5773,DOID:403,5245,4220
DOID:5774,DOID:483,5246,4660
DOID:5775,DOID:483,5247,4660
DOID:5776,DOID:483,5248,4660
DOID:5777,DOID:1984,5249,3176
DOID:5781,DOID:5782,5250,5251
DOID:5782,DOID:5100,5251,4812
DOID:5784,DOID:5041,5252,4784
DOID:5789,DOID:687,5253,5695
DOID:5798,DOID:687,5254,5695
DOID:580,DOID:557,5255,5104
DOID:5804,DOID:5805,5256,5257
DOID:5805,DOID:1712,5257,3051
DOID:5806,DOID:2725,5258,3519
DOID:5809,DOID:3373,5259,3880
DOID:5810,DOID:627,5260,5459
DOID:5812,DOID:627,5261,5459
DOID:5813,DOID:628,5262,5466
DOID:5815,DOID:368,5263,4041
DOID:582,DOID:583,5264,5273
DOID:5820,DOID:707,5265,5776
DOID:5821,DOID:0060058,5266,696
DOID:5822,DOID:0060058,5267,696
DOID:5823,DOID:0060058,5268,696
DOID:5825,DOID:0060058,5269,696
DOID:5826,DOID:1612,5270,3005
DOID:5828,DOID:3713,5271,4068
DOID:5829,DOID:3700,5272,4056
DOID:583,DOID:720,5273,5827
DOID:5830,DOID:3702,5274,4058
DOID:5831,DOID:3706,5275,4062
DOID:5834,DOID:4440,5276,4453
DOID:5838,DOID:4440,5277,4453
DOID:5842,DOID:5556,5278,5092
DOID:5843,DOID:5844,5279,5280
DOID:5844,DOID:3393,5280,3894
DOID:5845,DOID:5844,5281,5280
DOID:5846,DOID:5844,5282,5280
DOID:5847,DOID:5844,5283,5280
DOID:5848,DOID:5844,5284,5280
DOID:5849,DOID:5844,5285,5280
DOID:585,DOID:557,5286,5104
DOID:5850,DOID:5844,5287,5280
DOID:5851,DOID:5844,5288,5280
DOID:5852,DOID:5844,5289,5280
DOID:5853,DOID:5844,5290,5280
DOID:5854,DOID:5844,5291,5280
DOID:5855,DOID:5844,5292,5280
DOID:5859,DOID:3371,5293,3878
DOID:5861,DOID:3371,5294,3878
DOID:5862,DOID:3371,5295,3878
DOID:5866,DOID:3371,5296,3878
DOID:5867,DOID:3371,5297,3878
DOID:5870,DOID:552,5298,5065
DOID:5874,DOID:5875,5299,5300
DOID:5875,DOID:0050686,5300,333
DOID:5876,DOID:2664,5301,3483
DOID:5877,DOID:117,5302,1897
DOID:5884,DOID:2645,5303,3473
DOID:589,DOID:583,5304,5273
DOID:5890,DOID:5074,5305,4801
DOID:5893,DOID:5758,5306,5233
DOID:5894,DOID:5758,5307,5233
DOID:5895,DOID:5482,5308,5038
DOID:5896,DOID:5897,5309,5310
DOID:5897,DOID:0060112,5310,744
DOID:5900,DOID:4955,5311,4743
DOID:5907,DOID:5908,5312,5313
DOID:5908,DOID:5518,5313,5063
DOID:591,DOID:2030,5314,3196
DOID:5913,DOID:4693,5315,4591
DOID:5914,DOID:3969,5316,4188
DOID:5915,DOID:5916,5317,5318
DOID:5916,DOID:0060095,5318,729
DOID:5917,DOID:5916,5319,5318
DOID:5921,DOID:4813,5320,4656
DOID:5922,DOID:4813,5321,4656
DOID:5923,DOID:4897,5322,4704
DOID:5926,DOID:3495,5323,3942
DOID:593,DOID:591,5324,5314
DOID:5936,DOID:5351,5325,4965
DOID:594,DOID:2030,5326,3196
DOID:5940,DOID:3193,5327,3764
DOID:5948,DOID:479,5328,4643
DOID:5949,DOID:3165,5329,3746
DOID:5957,DOID:5958,5330,5331
DOID:5958,DOID:4007,5331,4205
DOID:5973,DOID:5974,5332,5333
DOID:5974,DOID:4919,5333,4719
DOID:5975,DOID:5977,5334,5336
DOID:5976,DOID:6713,5335,5637
DOID:5977,DOID:3116,5336,3714
DOID:5982,DOID:4242,5337,4335
DOID:5983,DOID:4242,5338,4335
DOID:599,DOID:591,5339,5314
DOID:5990,DOID:833,5340,6248
DOID:5996,DOID:5998,5341,5343
DOID:5997,DOID:10354,5342,1403
DOID:5998,DOID:3463,5343,3927
DOID:5999,DOID:5997,5344,5342
DOID:600,DOID:599,5345,5339
DOID:6000,DOID:114,5346,1803
DOID:6001,DOID:3017,5347,3666
DOID:6003,DOID:6004,5348,5349
DOID:6004,DOID:1240,5349,2162
DOID:6015,DOID:3640,5350,4016
DOID:6016,DOID:6015,5351,5350
DOID:6017,DOID:3640,5352,4016
DOID:6018,DOID:6015,5353,5350
DOID:6019,DOID:3640,5354,4016
DOID:602,DOID:0060048,5355,687
DOID:6021,DOID:0050616,5356,266
DOID:6024,DOID:11702,5357,1899
DOID:6025,DOID:2115,5358,3240
DOID:603,DOID:0060048,5359,687
DOID:6032,DOID:5331,5360,4950
DOID:6033,DOID:5262,5361,4904
DOID:6034,DOID:5262,5362,4904
DOID:6037,DOID:1752,5363,3070
DOID:6039,DOID:3479,5364,3929
DOID:6041,DOID:6438,5365,5518
DOID:6043,DOID:6037,5366,5363
DOID:6048,DOID:2435,5367,3371
DOID:605,DOID:599,5368,5339
DOID:6050,DOID:77,5369,6036
DOID:6052,DOID:4439,5370,4452
DOID:6053,DOID:2994,5371,3649
DOID:6054,DOID:1361,5372,2543
DOID:6059,DOID:0050621,5373,271
DOID:606,DOID:607,5374,5377
DOID:6065,DOID:5433,5375,5013
DOID:6067,DOID:2152,5376,3260
DOID:607,DOID:331,5377,3835
DOID:6082,DOID:5557,5378,5093
DOID:6083,DOID:5350,5379,4964
DOID:6084,DOID:2156,5380,3264
DOID:6085,DOID:6086,5381,5382
DOID:6086,DOID:3565,5382,3977
DOID:6088,DOID:2030,5383,3196
DOID:6089,DOID:6085,5384,5381
DOID:6090,DOID:6085,5385,5381
DOID:6098,DOID:3843,5386,4126
DOID:61,DOID:4079,5387,4257
DOID:6101,DOID:3701,5388,4057
DOID:6102,DOID:2327,5389,3329
DOID:6103,DOID:1140,5390,1804
DOID:611,DOID:3262,5391,3807
DOID:6110,DOID:3565,5392,3977
DOID:6112,DOID:368,5393,4041
DOID:6113,DOID:6112,5394,5393
DOID:6114,DOID:6112,5395,5393
DOID:6115,DOID:6112,5396,5393
DOID:6118,DOID:6119,5397,5398
DOID:6119,DOID:5975,5398,5334
DOID:612,DOID:2914,5399,3610
DOID:6126,DOID:0050688,5400,335
DOID:6128,DOID:1319,5401,2395
DOID:613,DOID:11200,5402,1716
DOID:6132,DOID:1176,5403,1929
DOID:6139,DOID:5289,5404,4925
DOID:614,DOID:615,5405,5407
DOID:6148,DOID:8719,5406,6419
DOID:615,DOID:9500,5407,6674
DOID:6160,DOID:5551,5408,5090
DOID:6161,DOID:4743,5409,4616
DOID:6162,DOID:5680,5410,5174
DOID:6163,DOID:4455,5411,4463
DOID:6166,DOID:6167,5412,5413
DOID:6167,DOID:736,5413,5885
DOID:6170,DOID:2151,5414,3259
DOID:6171,DOID:4114,5415,4270
DOID:6175,DOID:956,5416,6697
DOID:6179,DOID:4001,5417,4201
DOID:6190,DOID:1995,5418,3180
DOID:6192,DOID:1907,5419,3138
DOID:6193,DOID:3350,5420,3864
DOID:6195,DOID:4251,5421,4340
DOID:6196,DOID:848,5422,6310
DOID:6197,DOID:264,5423,3469
DOID:6198,DOID:0060071,5424,706
DOID:6199,DOID:2174,5425,3270
DOID:62,DOID:4079,5426,4257
DOID:620,DOID:74,5427,5899
DOID:6201,DOID:116,5428,1869
DOID:6203,DOID:6204,5429,5430
DOID:6204,DOID:2891,5430,3604
DOID:6208,DOID:4050,5431,4235
DOID:6209,DOID:4050,5432,4235
DOID:6210,DOID:5306,5433,4939
DOID:6211,DOID:0060112,5434,744
DOID:6212,DOID:2152,5435,3260
DOID:6214,DOID:2152,5436,3260
DOID:6217,DOID:3717,5437,4070
DOID:6225,DOID:76,5438,5994
DOID:6227,DOID:381,5439,4111
DOID:6228,DOID:4901,5440,4706
DOID:6229,DOID:6231,5441,5443
DOID:6230,DOID:5567,5442,5101
DOID:6231,DOID:6232,5443,5444
DOID:6232,DOID:5567,5444,5101
DOID:6239,DOID:5432,5445,5012
DOID:624,DOID:625,5446,5450
DOID:6244,DOID:6245,5447,5448
DOID:6245,DOID:3116,5448,3714
DOID:6249,DOID:5559,5449,5094
DOID:625,DOID:2583,5450,3444
DOID:6255,DOID:5395,5451,4992
DOID:6256,DOID:5716,5452,5203
DOID:6257,DOID:2697,5453,3500
DOID:6258,DOID:6257,5454,5453
DOID:6259,DOID:6257,5455,5453
DOID:626,DOID:612,5456,5399
DOID:6262,DOID:7849,5457,6085
DOID:6263,DOID:3458,5458,3925
DOID:627,DOID:628,5459,5466
DOID:6270,DOID:5517,5460,5062
DOID:6271,DOID:6270,5461,5460
DOID:6274,DOID:5716,5462,5203
DOID:6275,DOID:5395,5463,4992
DOID:6276,DOID:5716,5464,5203
DOID:6278,DOID:6067,5465,5376
DOID:628,DOID:612,5466,5399
DOID:6284,DOID:6285,5467,5468
DOID:6285,DOID:0060091,5468,726
DOID:6286,DOID:4848,5469,4672
DOID:6291,DOID:368,5470,4041
DOID:6293,DOID:0060090,5471,725
DOID:6294,DOID:6291,5472,5470
DOID:6297,DOID:11963,5473,1993
DOID:630,DOID:4,5474,6877
DOID:6307,DOID:533,5475,4948
DOID:631,DOID:633,5476,5483
DOID:6312,DOID:4151,5477,4285
DOID:6313,DOID:6312,5478,5477
DOID:6314,DOID:6231,5479,5443
DOID:6315,DOID:6231,5480,5443
DOID:6316,DOID:3999,5481,4199
DOID:6322,DOID:2775,5482,3553
DOID:633,DOID:423,5483,4326
DOID:6331,DOID:2155,5484,3263
DOID:6332,DOID:264,5485,3469
DOID:6333,DOID:201,5486,3189
DOID:6334,DOID:3419,5487,3903
DOID:6335,DOID:3419,5488,3903
DOID:6337,DOID:3200,5489,3770
DOID:6339,DOID:2098,5490,3234
DOID:6344,DOID:6345,5491,5492
DOID:6345,DOID:5940,5492,5327
DOID:635,DOID:526,5493,4901
DOID:6354,DOID:1040,5494,1420
DOID:636,DOID:936,5495,6619
DOID:6364,DOID:936,5496,6619
DOID:6367,DOID:8923,5497,6469
DOID:6370,DOID:3357,5498,3870
DOID:6376,DOID:2529,5499,3415
DOID:6379,DOID:4955,5500,4743
DOID:6381,DOID:4708,5501,4601
DOID:6383,DOID:4206,5502,4315
DOID:6386,DOID:6383,5503,5502
DOID:639,DOID:640,5504,5505
DOID:640,DOID:331,5505,3835
DOID:6404,DOID:2697,5506,3500
DOID:6405,DOID:6214,5507,5436
DOID:6406,DOID:1657,5508,3026
DOID:6407,DOID:6214,5509,5436
DOID:6408,DOID:6214,5510,5436
DOID:6419,DOID:1682,5511,3039
DOID:6420,DOID:5749,5512,5228
DOID:6423,DOID:6017,5513,5352
DOID:6425,DOID:3451,5514,3921
DOID:6428,DOID:2893,5515,3606
DOID:643,DOID:934,5516,6612
DOID:6432,DOID:10763,5517,1539
DOID:6438,DOID:12759,5518,2262
DOID:6445,DOID:6170,5519,5414
DOID:6446,DOID:4933,5520,4732
DOID:6448,DOID:2098,5521,3234
DOID:6451,DOID:2133,5522,3247
DOID:6457,DOID:0050736,5523,381
DOID:6458,DOID:4205,5524,4314
DOID:6459,DOID:6460,5525,5527
DOID:646,DOID:9588,5526,6705
DOID:6460,DOID:4610,5527,4541
DOID:6468,DOID:5482,5528,5038
DOID:6469,DOID:0060112,5529,744
DOID:6474,DOID:6161,5530,5409
DOID:6476,DOID:6477,5531,5532
DOID:6477,DOID:4006,5532,4204
DOID:648,DOID:649,5533,5539
DOID:6481,DOID:3711,5534,4067
DOID:6482,DOID:3910,5535,4160
DOID:6483,DOID:5639,5536,5153
DOID:6484,DOID:6175,5537,5416
DOID:6489,DOID:3374,5538,3881
DOID:649,DOID:936,5539,6619
DOID:6491,DOID:476,5540,4623
DOID:6492,DOID:476,5541,4623
DOID:6494,DOID:5861,5542,5294
DOID:6495,DOID:5861,5543,5294
DOID:6496,DOID:4549,5544,4515
DOID:6498,DOID:161,5545,3004
DOID:65,DOID:17,5546,3044
DOID:6500,DOID:4205,5547,4314
DOID:6501,DOID:4203,5548,4313
DOID:6505,DOID:135,5549,2504
DOID:6510,DOID:3907,5550,4157
DOID:6511,DOID:5350,5551,4964
DOID:6512,DOID:5350,5552,4964
DOID:6514,DOID:5350,5553,4964
DOID:6517,DOID:4437,5554,4450
DOID:6518,DOID:2068,5555,3217
DOID:6522,DOID:6039,5556,5364
DOID:6523,DOID:6524,5557,5558
DOID:6524,DOID:4352,5558,4401
DOID:6525,DOID:6438,5559,5518
DOID:653,DOID:655,5560,5567
DOID:6530,DOID:3282,5561,3821
DOID:6536,DOID:706,5562,5774
DOID:654,DOID:374,5563,4078
DOID:6543,DOID:9098,5564,6521
DOID:6547,DOID:117,5565,1897
DOID:6548,DOID:3565,5566,3977
DOID:655,DOID:0014667,5567,2
DOID:6552,DOID:5517,5568,5062
DOID:6553,DOID:4708,5569,4601
DOID:6554,DOID:2394,5570,3360
DOID:6559,DOID:1364,5571,2553
DOID:656,DOID:0060089,5572,724
DOID:6562,DOID:1364,5573,2553
DOID:6564,DOID:956,5574,6697
DOID:6566,DOID:6039,5575,5364
DOID:6567,DOID:5289,5576,4925
DOID:6569,DOID:2071,5577,3218
DOID:657,DOID:0060084,5578,719
DOID:6571,DOID:4006,5579,4204
DOID:6575,DOID:4991,5580,4764
DOID:6576,DOID:4992,5581,4765
DOID:6579,DOID:184,5582,3115
DOID:6581,DOID:3458,5583,3925
DOID:6585,DOID:3458,5584,3925
DOID:6587,DOID:3458,5585,3925
DOID:6590,DOID:1123,5586,1729
DOID:6594,DOID:3711,5587,4067
DOID:6595,DOID:3717,5588,4070
DOID:66,DOID:0080000,5589,1164
DOID:660,DOID:3953,5590,4180
DOID:6603,DOID:1123,5591,1729
DOID:6605,DOID:4471,5592,4471
DOID:6606,DOID:4471,5593,4471
DOID:6607,DOID:3093,5594,3700
DOID:6608,DOID:5136,5595,4831
DOID:6610,DOID:0060094,5596,728
DOID:6612,DOID:0050737,5597,382
DOID:6613,DOID:5402,5598,4997
DOID:6620,DOID:2959,5599,3628
DOID:6621,DOID:5393,5600,4990
DOID:6627,DOID:3701,5601,4057
DOID:6629,DOID:3459,5602,3926
DOID:663,DOID:471,5603,4602
DOID:6634,DOID:3594,5604,3989
DOID:6639,DOID:6052,5605,5370
DOID:664,DOID:3165,5606,3746
DOID:6641,DOID:1634,5607,3017
DOID:6643,DOID:1123,5608,1729
DOID:6648,DOID:5031,5609,4780
DOID:6652,DOID:182,5610,3105
DOID:6654,DOID:6019,5611,5354
DOID:6657,DOID:1612,5612,3005
DOID:6658,DOID:4556,5613,4522
DOID:6659,DOID:2893,5614,3606
DOID:6676,DOID:1931,5615,3155
DOID:6677,DOID:225,5616,3303
DOID:6678,DOID:225,5617,3303
DOID:668,DOID:633,5618,5483
DOID:6680,DOID:778,5619,6062
DOID:6682,DOID:0080010,5620,1170
DOID:6683,DOID:0050736,5621,381
DOID:6686,DOID:225,5622,3303
DOID:6687,DOID:37,5623,4055
DOID:6688,DOID:2916,5624,3611
DOID:6691,DOID:225,5625,3303
DOID:6692,DOID:225,5626,3303
DOID:6693,DOID:5551,5627,5090
DOID:6696,DOID:3360,5628,3871
DOID:6697,DOID:3360,5629,3871
DOID:670,DOID:302,5630,3667
DOID:6700,DOID:5517,5631,5062
DOID:6703,DOID:5517,5632,5062
DOID:6705,DOID:5517,5633,5062
DOID:6706,DOID:5842,5634,5278
DOID:6707,DOID:5940,5635,5327
DOID:6712,DOID:6713,5636,5637
DOID:6713,DOID:0050828,5637,472
DOID:672,DOID:0060073,5638,708
DOID:6721,DOID:3856,5639,4132
DOID:6723,DOID:3280,5640,3819
DOID:6725,DOID:0080007,5641,1168
DOID:6726,DOID:3069,5642,3685
DOID:6727,DOID:1520,5643,2962
DOID:6733,DOID:5384,5644,4981
DOID:6735,DOID:956,5645,6697
DOID:674,DOID:0050567,5646,223
DOID:6740,DOID:2893,5647,3606
DOID:6741,DOID:3459,5648,3926
DOID:6742,DOID:6741,5649,5648
DOID:6752,DOID:833,5650,6248
DOID:6755,DOID:3350,5651,3864
DOID:6758,DOID:5093,5652,4810
DOID:6759,DOID:184,5653,3115
DOID:676,DOID:7148,5654,5807
DOID:6760,DOID:1324,5655,2412
DOID:6762,DOID:5090,5656,4809
DOID:6774,DOID:5351,5657,4965
DOID:6776,DOID:3459,5658,3926
DOID:6777,DOID:2870,5659,3593
DOID:678,DOID:480,5660,4652
DOID:6786,DOID:3255,5661,3801
DOID:6787,DOID:6788,5662,5663
DOID:6788,DOID:1901,5663,3136
DOID:6789,DOID:2096,5664,3232
DOID:679,DOID:936,5665,6619
DOID:680,DOID:1289,5666,2292
DOID:6804,DOID:5260,5667,4902
DOID:6809,DOID:5402,5668,4997
DOID:681,DOID:231,5669,3322
DOID:6811,DOID:6812,5670,5671
DOID:6812,DOID:4851,5671,4673
DOID:682,DOID:326,5672,3804
DOID:6823,DOID:4905,5673,4709
DOID:6827,DOID:4905,5674,4709
DOID:683,DOID:231,5675,3322
DOID:6837,DOID:4895,5676,4702
DOID:6838,DOID:4895,5677,4702
DOID:6839,DOID:3013,5678,3664
DOID:684,DOID:686,5679,5690
DOID:6841,DOID:6839,5680,5678
DOID:6844,DOID:0050620,5681,270
DOID:6845,DOID:6888,5682,5702
DOID:6846,DOID:1909,5683,3139
DOID:6847,DOID:3255,5684,3801
DOID:6848,DOID:6788,5685,5663
DOID:6854,DOID:1364,5686,2553
DOID:6856,DOID:1660,5687,3029
DOID:6857,DOID:6856,5688,5687
DOID:6858,DOID:6856,5689,5687
DOID:686,DOID:3571,5690,3978
DOID:6865,DOID:2870,5691,3593
DOID:6867,DOID:6868,5692,5693
DOID:6868,DOID:5559,5693,5094
DOID:6869,DOID:6114,5694,5395
DOID:687,DOID:3571,5695,3978
DOID:6871,DOID:6872,5696,5697
DOID:6872,DOID:5612,5697,5133
DOID:6873,DOID:2053,5698,3207
DOID:688,DOID:2994,5699,3649
DOID:6880,DOID:5272,5700,4911
DOID:6886,DOID:4939,5701,4735
DOID:6888,DOID:4939,5702,4735
DOID:6898,DOID:4001,5703,4201
DOID:6899,DOID:6211,5704,5434
DOID:6901,DOID:2152,5705,3260
DOID:6903,DOID:2174,5706,3270
DOID:6906,DOID:5238,5707,4891
DOID:6917,DOID:3282,5708,3821
DOID:6925,DOID:574,5709,5219
DOID:6929,DOID:5679,5710,5173
DOID:693,DOID:214,5711,3250
DOID:6931,DOID:3495,5712,3942
DOID:6932,DOID:6933,5713,5714
DOID:6933,DOID:5432,5714,5012
DOID:6934,DOID:2140,5715,3251
DOID:6935,DOID:6936,5716,5717
DOID:6936,DOID:11885,5717,1979
DOID:6938,DOID:4653,5718,4562
DOID:6939,DOID:0060106,5719,739
DOID:6943,DOID:6945,5720,5722
DOID:6944,DOID:6498,5721,5545
DOID:6945,DOID:6498,5722,5545
DOID:6947,DOID:1350,5723,2505
DOID:6948,DOID:4716,5724,4604
DOID:6950,DOID:6088,5725,5383
DOID:6951,DOID:3378,5726,3884
DOID:6958,DOID:6003,5727,5348
DOID:6959,DOID:5528,5728,5073
DOID:6961,DOID:3999,5729,4199
DOID:6969,DOID:6970,5730,5731
DOID:6970,DOID:1400,5731,2680
DOID:6975,DOID:4006,5732,4204
DOID:6976,DOID:6477,5733,5532
DOID:6977,DOID:1428,5734,2791
DOID:698,DOID:214,5735,3250
DOID:6988,DOID:6193,5736,5420
DOID:699,DOID:423,5737,4326
DOID:6992,DOID:1752,5738,3070
DOID:6993,DOID:6994,5739,5740
DOID:6994,DOID:3478,5740,3928
DOID:6996,DOID:6992,5741,5738
DOID:6997,DOID:6992,5742,5738
DOID:6998,DOID:3500,5743,3947
DOID:7,DOID:4,5744,6877
DOID:700,DOID:655,5745,5567
DOID:7004,DOID:5395,5746,4992
DOID:7005,DOID:3069,5747,3685
DOID:7007,DOID:368,5748,4041
DOID:7008,DOID:3069,5749,3685
DOID:701,DOID:214,5750,3250
DOID:7013,DOID:6469,5751,5529
DOID:7014,DOID:3315,5752,3839
DOID:7016,DOID:315,5753,3739
DOID:7017,DOID:0060094,5754,728
DOID:7024,DOID:4928,5755,4727
DOID:7030,DOID:5391,5756,4988
DOID:7031,DOID:2599,5757,3450
DOID:7032,DOID:4896,5758,4703
DOID:7033,DOID:883,5759,6444
DOID:7037,DOID:6331,5760,5484
DOID:7039,DOID:3451,5761,3921
DOID:7040,DOID:6039,5762,5364
DOID:7041,DOID:6438,5763,5518
DOID:7042,DOID:7040,5764,5762
DOID:7045,DOID:3907,5765,4157
DOID:7046,DOID:3744,5766,4083
DOID:7047,DOID:5518,5767,5063
DOID:7048,DOID:2101,5768,3236
DOID:7049,DOID:3151,5769,3740
DOID:705,DOID:1891,5770,3130
DOID:7050,DOID:5530,5771,5075
DOID:7051,DOID:3748,5772,4085
DOID:7054,DOID:4437,5773,4450
DOID:706,DOID:707,5774,5776
DOID:7061,DOID:707,5775,5776
DOID:707,DOID:0060060,5776,697
DOID:7071,DOID:5612,5777,5133
DOID:7076,DOID:6741,5778,5648
DOID:7077,DOID:5559,5779,5094
DOID:7079,DOID:2660,5780,3481
DOID:7081,DOID:5410,5781,5001
DOID:7086,DOID:3969,5782,4188
DOID:7088,DOID:3969,5783,4188
DOID:7089,DOID:3969,5784,4188
DOID:709,DOID:710,5785,5788
DOID:7095,DOID:6193,5786,5420
DOID:7097,DOID:5344,5787,4959
DOID:710,DOID:672,5788,5638
DOID:7103,DOID:4437,5789,4450
DOID:7105,DOID:8002,5790,6134
DOID:711,DOID:712,5791,5792
DOID:712,DOID:2531,5792,3417
DOID:7127,DOID:1679,5793,3036
DOID:713,DOID:285,5794,3586
DOID:7132,DOID:4007,5795,4205
DOID:7133,DOID:4948,5796,4739
DOID:7134,DOID:1107,5797,1662
DOID:7136,DOID:4932,5798,4731
DOID:7138,DOID:1679,5799,3036
DOID:7139,DOID:2871,5800,3594
DOID:7140,DOID:3999,5801,4199
DOID:7141,DOID:10286,5802,1369
DOID:7142,DOID:3284,5803,3823
DOID:7144,DOID:2600,5804,3453
DOID:7146,DOID:5621,5805,5137
DOID:7147,DOID:3342,5806,3860
DOID:7148,DOID:848,5807,6310
DOID:715,DOID:10747,5808,1534
DOID:7152,DOID:4054,5809,4238
DOID:7160,DOID:5143,5810,4837
DOID:7165,DOID:7166,5811,5812
DOID:7166,DOID:50,5812,4771
DOID:7168,DOID:3910,5813,4160
DOID:7169,DOID:4556,5814,4522
DOID:7173,DOID:5525,5815,5070
